Order ID,gender,age,payment_method,invoice_date
406-2783964-0522711,Female,64,Credit Card,08-02-2022
171-0891041-5753916,Male,56,Cash,01-02-2022
406-4516210-3680350,Female,42,Cash,07-04-2022
406-3481774-5215542,Male,51,Credit Card,19-08-2021
404-4030293-1950718,Female,42,Debit Card,15-07-2022
407-9037982-2598765,Male,52,Credit Card,18-06-2021
404-2136903-3945169,Female,42,Credit Card,01-02-2021
403-3629754-5657145,Male,65,Debit Card,26-02-2021
407-6158790-7539543,Female,54,Credit Card,09-04-2021
171-8378652-2922721,Male,33,Cash,07-10-2021
171-9586946-5769119,Female,37,Credit Card,20-01-2023
402-9330929-9735540,Female,67,Credit Card,14-10-2022
406-5187944-2650764,Female,64,Debit Card,13-04-2021
405-9229229-6822744,Male,62,Credit Card,23-06-2022
405-6460816-5242743,Female,25,Credit Card,21-09-2021
408-9402226-0881919,Male,31,Credit Card,14-03-2022
402-9901345-1045130,Female,39,Debit Card,20-12-2022
408-3596491-9459567,Female,37,Cash,27-06-2021
404-0274242-6824307,Female,38,Cash,28-04-2021
405-3460701-5857903,Female,58,Credit Card,08-07-2022
171-0495998-4051548,Female,58,Credit Card,12-11-2022
408-6247371-8306745,Female,33,Credit Card,29-03-2022
405-3655224-7934716,Male,52,Cash,06-11-2022
404-0693087-0997912,Male,65,Cash,09-09-2022
171-7903593-5009908,Female,40,Cash,06-02-2023
402-6446352-5890721,Female,43,Cash,01-02-2023
404-2068503-0153963,Female,64,Cash,22-02-2021
405-7469305-0115504,Female,67,Cash,31-08-2022
407-4783824-3179548,Female,51,Cash,14-06-2022
405-7729805-9079568,Female,39,Cash,24-01-2023
406-7873009-7216320,Male,27,Cash,28-02-2023
405-5193554-2899520,Female,34,Debit Card,08-04-2022
406-9180298-3381157,Female,64,Credit Card,28-08-2021
408-6772792-7250708,Male,26,Credit Card,20-02-2021
407-5877112-0844349,Female,44,Credit Card,06-05-2022
403-6929253-3929930,Male,42,Cash,16-05-2021
403-2582734-5364360,Female,34,Debit Card,23-11-2022
404-6367912-0362764,Female,50,Credit Card,16-12-2021
403-2684493-7172320,Male,62,Cash,12-02-2022
402-4058015-9613138,Male,29,Debit Card,15-10-2022
406-6275340-4675517,Male,56,Cash,07-02-2023
171-8359265-3953967,Female,41,Cash,28-02-2021
171-0971399-7985957,Female,28,Debit Card,27-01-2022
403-3606948-3730724,Male,63,Cash,04-12-2022
403-5870207-6186725,Male,65,Credit Card,07-08-2021
405-6525011-8616311,Male,69,Cash,28-12-2022
406-2565113-4333123,Female,56,Cash,18-06-2022
404-9789752-6048352,Female,42,Debit Card,01-02-2021
407-7872918-1032320,Female,59,Cash,07-08-2021
406-3968930-2157133,Female,47,Credit Card,10-05-2021
403-0443312-5179533,Female,49,Cash,31-07-2022
407-6673309-4896331,Female,52,Debit Card,08-04-2022
408-9571896-1654722,Male,64,Debit Card,21-07-2021
404-0468369-6262704,Male,22,Cash,04-09-2022
404-4939082-7605967,Female,54,Cash,09-02-2021
405-0057659-7679537,Female,60,Debit Card,19-08-2022
404-8402524-9433157,Male,44,Cash,02-09-2021
404-6289282-7378753,Female,55,Cash,25-02-2023
171-9224076-0363535,Male,47,Debit Card,02-01-2021
407-4028999-7218709,Male,59,Debit Card,25-02-2023
405-2721624-6221919,Female,65,Cash,10-06-2022
406-7010421-4261902,Male,41,Debit Card,28-05-2022
408-9917660-0137138,Female,24,Debit Card,19-02-2021
406-1041497-0807548,Male,54,Cash,02-08-2022
408-8092064-9752310,Female,18,Cash,15-04-2022
402-9588246-4059551,Male,63,Debit Card,29-04-2021
408-3015351-6428341,Male,35,Cash,28-07-2021
406-2896891-6613901,Female,43,Cash,14-12-2022
408-0738760-2186709,Male,49,Debit Card,26-07-2022
171-2681967-7344344,Female,45,Credit Card,01-08-2022
403-1905906-6750765,Female,41,Debit Card,10-12-2022
408-9713068-1959509,Male,18,Credit Card,15-10-2021
403-5922318-7021937,Female,28,Credit Card,14-10-2021
171-6701062-6432356,Female,69,Credit Card,30-07-2022
171-3394366-9937923,Male,59,Cash,26-04-2021
403-0848665-3657905,Female,63,Cash,06-03-2023
171-5444996-0803561,Male,54,Credit Card,20-06-2022
406-1082102-0507503,Female,47,Credit Card,11-11-2022
404-2214728-5193162,Female,33,Cash,09-05-2021
406-7038331-0857140,Female,36,Debit Card,23-10-2021
171-6290636-5885108,Male,32,Cash,14-08-2022
402-8103134-2975545,Female,64,Cash,07-09-2022
171-1887219-5289925,Male,47,Cash,22-06-2021
406-8634193-5134748,Male,21,Cash,16-02-2023
407-5037597-8224348,Female,45,Cash,07-01-2021
404-9052093-6841939,Male,19,Debit Card,12-09-2021
171-5663663-0958748,Male,56,Cash,21-04-2022
403-9486527-6145954,Male,68,Credit Card,16-12-2021
171-2034302-2484369,Male,25,Debit Card,08-03-2023
407-1517765-4423528,Female,66,Credit Card,09-05-2021
402-7829669-2721123,Female,50,Credit Card,11-05-2021
171-9938976-1861101,Female,58,Debit Card,18-08-2021
171-8014810-0792332,Female,67,Debit Card,08-08-2021
171-6185818-8571543,Male,67,Credit Card,15-08-2022
404-7828365-9253921,Male,19,Debit Card,06-02-2022
408-6234806-0579520,Male,48,Cash,08-04-2022
171-3518787-2091554,Female,52,Credit Card,23-09-2022
171-5422745-7337101,Female,27,Cash,11-09-2022
407-3755987-2855531,Female,28,Cash,09-07-2021
406-0227343-5709961,Male,42,Cash,27-09-2021
171-8250947-0375567,Male,21,Credit Card,16-03-2021
407-4425225-8086734,Female,36,Debit Card,18-09-2022
407-5621715-8306722,Female,25,Cash,23-11-2022
407-0203005-1537141,Male,41,Credit Card,22-10-2022
404-5418140-9269906,Male,29,Credit Card,17-04-2021
402-4542649-9480337,Male,42,Cash,05-06-2021
406-6153646-5129121,Female,55,Cash,24-01-2021
407-8637778-4685959,Female,49,Cash,23-08-2022
402-3868691-8260367,Male,64,Cash,08-04-2021
171-8746488-4823548,Male,64,Cash,22-11-2022
405-7484287-2457113,Female,37,Cash,18-07-2021
402-0593164-2451522,Male,68,Debit Card,26-02-2023
405-0415874-3857965,Female,47,Cash,20-08-2022
402-8831953-5477130,Female,55,Credit Card,18-06-2021
402-3219557-7744311,Female,44,Credit Card,19-08-2022
402-2660681-8606769,Female,20,Debit Card,01-01-2023
402-1111229-8054733,Male,29,Credit Card,13-01-2023
403-6167726-0243521,Female,48,Credit Card,26-02-2021
403-3962912-3705915,Female,54,Cash,28-05-2021
402-4544025-1468302,Male,49,Cash,12-11-2022
404-8627035-0381940,Female,65,Cash,21-03-2022
408-9980631-2901114,Male,69,Credit Card,09-02-2023
171-1726705-0949925,Female,31,Cash,21-01-2021
405-5671677-5271533,Female,36,Credit Card,13-05-2021
171-7595589-8793121,Female,23,Credit Card,10-02-2021
402-6689809-9725921,Male,45,Credit Card,11-10-2021
403-9448810-4399523,Female,41,Credit Card,20-06-2022
407-8765481-4037109,Female,35,Debit Card,31-07-2022
403-3746792-3641148,Male,35,Credit Card,26-01-2021
408-9674882-0037123,Female,28,Debit Card,23-06-2021
403-0025177-0404350,Female,28,Cash,27-01-2023
402-9316685-9525908,Female,60,Cash,09-04-2021
408-9725310-1181907,Male,68,Debit Card,30-12-2022
406-0629039-9860363,Female,27,Cash,11-05-2021
406-3633409-3923510,Male,59,Debit Card,07-09-2021
404-9137653-0480343,Male,19,Debit Card,09-09-2022
406-6391008-5457955,Female,68,Credit Card,16-01-2021
171-4708328-5090731,Female,26,Cash,12-12-2022
403-4308865-5428340,Female,42,Cash,22-04-2022
403-7667211-1502716,Female,30,Debit Card,13-02-2023
403-5591524-7350702,Male,66,Credit Card,06-03-2023
402-7688044-2861163,Female,25,Cash,15-05-2021
405-9685089-4725920,Male,32,Credit Card,05-09-2021
403-3174703-6626767,Female,29,Credit Card,24-07-2021
405-0026729-2896362,Female,32,Cash,20-03-2022
405-8720565-1741122,Male,20,Debit Card,12-10-2021
171-9649875-5487514,Female,51,Credit Card,03-08-2021
406-8658282-2005953,Female,51,Cash,20-10-2021
404-8160613-3576303,Male,50,Credit Card,15-07-2021
402-0378624-3831552,Male,23,Cash,31-03-2021
403-3729666-1137944,Female,25,Credit Card,17-01-2022
405-8737894-3845956,Female,59,Credit Card,02-09-2021
407-1804457-3609948,Male,36,Cash,29-07-2022
403-2199648-6945956,Female,44,Debit Card,15-12-2021
407-9302003-9865927,Female,63,Debit Card,26-02-2023
171-5127041-6179539,Male,20,Debit Card,15-02-2023
402-6939208-9394766,Male,54,Debit Card,14-01-2022
402-0198241-9321143,Male,37,Cash,16-03-2021
402-7014421-9933913,Female,64,Cash,27-05-2022
402-4180253-9435559,Male,62,Credit Card,21-02-2022
408-9334637-0238711,Male,53,Debit Card,20-02-2022
404-8896570-2321937,Female,47,Debit Card,03-06-2021
408-2145270-7707522,Female,33,Cash,27-11-2021
403-6577988-3569157,Female,61,Cash,19-09-2021
403-4390963-4762725,Female,57,Cash,14-01-2022
406-9760963-0875508,Male,40,Credit Card,23-08-2022
406-4061927-6948324,Male,58,Cash,30-01-2022
171-3180646-4816358,Female,25,Cash,16-04-2021
405-5718611-0455510,Male,19,Cash,22-01-2023
407-7774110-1271542,Male,35,Cash,29-03-2021
408-8161906-9637904,Female,36,Cash,26-08-2022
402-8480543-0538757,Female,58,Cash,22-10-2021
405-1152878-3925941,Female,43,Debit Card,07-02-2022
403-0939654-9063556,Female,46,Credit Card,21-03-2021
408-1300180-0511508,Female,49,Debit Card,11-06-2021
408-9273097-3968355,Male,52,Cash,01-05-2022
408-5264901-2653935,Female,48,Cash,21-08-2021
406-1034554-3630734,Male,57,Cash,04-01-2023
403-8074733-2266732,Male,34,Debit Card,16-01-2023
408-5543495-1596336,Female,57,Cash,25-03-2022
402-6212559-1589961,Female,61,Cash,18-11-2021
407-6100262-7776345,Male,44,Credit Card,19-11-2021
403-3846972-3076346,Female,68,Credit Card,18-04-2021
405-2616017-8614737,Female,47,Cash,23-02-2021
408-3785502-5336355,Male,37,Credit Card,30-09-2021
406-1321929-7607510,Female,68,Cash,12-02-2023
405-6085418-6880327,Female,60,Credit Card,09-03-2022
404-5030167-9516335,Female,59,Cash,07-06-2021
408-6369769-6566736,Male,46,Debit Card,23-07-2022
402-6603779-5883542,Male,55,Debit Card,03-03-2023
404-4875718-2086743,Male,64,Credit Card,12-07-2022
403-9638966-5945121,Female,22,Cash,01-06-2022
403-7735783-4252316,Male,55,Cash,13-03-2021
404-6208968-8935552,Female,46,Debit Card,12-12-2021
407-2558503-8526726,Female,39,Cash,20-05-2022
408-8985078-3216308,Female,52,Debit Card,30-01-2023
408-6449629-9567529,Female,23,Cash,05-02-2022
171-5638293-6288337,Male,19,Cash,16-08-2021
408-7230779-6915508,Male,41,Debit Card,14-12-2022
406-1227967-8808305,Male,57,Cash,13-08-2022
402-3272831-2530712,Male,51,Credit Card,23-06-2022
402-8854257-7847550,Male,25,Debit Card,22-12-2021
402-8814618-9600321,Male,48,Cash,13-04-2021
171-8319462-3800315,Female,35,Credit Card,19-11-2021
406-1468529-6005941,Male,44,Credit Card,24-03-2021
408-9497005-5635530,Male,26,Credit Card,14-07-2021
403-0920858-7397930,Male,61,Credit Card,09-03-2022
404-9239390-0709969,Female,61,Credit Card,03-05-2021
406-7614000-4954762,Female,27,Debit Card,20-02-2022
407-6232107-3473119,Female,28,Cash,12-02-2023
171-4470641-5630702,Male,55,Credit Card,28-07-2021
408-3194712-3849152,Female,51,Credit Card,19-01-2022
408-2873927-4965105,Female,66,Cash,20-02-2022
406-9816584-3322753,Male,19,Cash,12-03-2021
406-9243275-1870730,Male,52,Debit Card,27-02-2022
407-4878618-0733148,Female,51,Credit Card,09-08-2021
406-3700422-2545952,Male,49,Credit Card,16-03-2021
402-2597847-8552350,Male,22,Cash,08-12-2021
405-1961163-8241144,Female,69,Cash,22-03-2021
403-7330227-2800310,Female,49,Credit Card,06-03-2023
408-6177453-7986715,Male,19,Credit Card,20-11-2021
402-9250240-8223501,Male,53,Cash,28-02-2023
402-1952069-9397166,Male,40,Debit Card,08-09-2022
406-6360769-0052341,Female,35,Debit Card,05-01-2023
408-9324111-7319511,Female,51,Cash,26-12-2021
402-4054191-3617140,Male,36,Credit Card,08-10-2021
406-3486460-1106711,Male,68,Cash,22-04-2021
406-9658077-4133948,Female,45,Debit Card,21-02-2021
405-2623537-1945915,Female,62,Cash,06-12-2022
404-6830686-9496306,Male,46,Credit Card,05-12-2022
408-0015427-7931514,Female,60,Debit Card,09-06-2021
402-7338692-7049153,Male,39,Cash,20-08-2021
406-9284464-3533931,Female,27,Cash,30-08-2021
403-3804462-0969920,Female,48,Credit Card,10-11-2022
402-8785218-7985146,Female,39,Debit Card,28-06-2021
407-6202833-5273938,Female,20,Cash,26-05-2021
404-7784763-1623508,Female,56,Credit Card,17-07-2022
405-7481660-5224325,Male,66,Credit Card,07-06-2021
171-2786736-1773162,Female,59,Credit Card,08-06-2021
171-7200514-9364301,Female,33,Cash,04-07-2022
171-3868653-8352340,Male,36,Cash,27-03-2022
406-3972475-4516333,Male,57,Debit Card,10-10-2022
406-5661535-8097948,Female,54,Credit Card,25-06-2022
406-4362540-3680329,Female,42,Cash,05-05-2022
407-1047169-4189964,Male,59,Cash,06-10-2022
171-9908326-9690759,Male,35,Cash,20-12-2022
406-6605260-0455514,Male,58,Credit Card,17-02-2021
408-1902885-3317918,Male,39,Debit Card,27-02-2022
408-2757777-5186763,Female,37,Cash,12-08-2022
405-8511131-2119502,Female,48,Debit Card,09-04-2022
404-3490798-2065108,Female,46,Debit Card,24-12-2022
171-1027584-1790721,Female,25,Cash,25-06-2022
408-0572962-2259546,Male,62,Credit Card,17-01-2021
407-5394924-9121153,Female,68,Credit Card,16-03-2022
406-9871687-2604316,Male,52,Credit Card,20-07-2021
405-9830600-3389904,Male,67,Debit Card,23-01-2021
408-4733012-5615508,Male,51,Credit Card,01-08-2022
406-7847690-9590700,Female,37,Debit Card,28-01-2023
406-2467707-1497963,Female,42,Cash,22-04-2021
408-2255964-2167550,Female,51,Cash,13-06-2022
406-0028206-9155569,Female,20,Cash,08-04-2021
407-1972442-5992346,Female,57,Cash,17-09-2022
404-0461113-2784338,Male,60,Cash,09-12-2022
402-9612890-4729919,Female,42,Cash,23-11-2022
171-1475517-8405938,Female,20,Cash,13-10-2022
402-6093377-6011508,Male,45,Credit Card,26-11-2021
404-0665336-4941954,Female,66,Cash,24-08-2021
405-5921914-9507526,Female,34,Debit Card,29-12-2021
407-4849819-4083512,Male,68,Credit Card,11-06-2021
406-4868263-6965901,Female,33,Debit Card,20-01-2023
406-5795612-0859501,Male,62,Cash,24-05-2021
408-8581887-9379552,Female,33,Cash,26-08-2021
408-4753447-1732309,Female,61,Cash,27-06-2022
403-3095791-8529129,Female,24,Cash,23-10-2022
408-3323509-2309138,Female,28,Debit Card,02-02-2023
406-3298068-8269112,Female,60,Cash,10-01-2023
403-3702411-4086715,Male,48,Debit Card,06-05-2021
407-1148126-6695532,Female,35,Cash,28-09-2022
402-0344731-5129974,Male,28,Debit Card,13-05-2022
171-8363021-3048304,Female,21,Credit Card,10-02-2023
408-4405876-4863520,Female,26,Debit Card,28-06-2022
408-8329275-7267531,Female,41,Cash,21-11-2022
402-0742446-5384354,Female,26,Debit Card,16-12-2022
407-7472626-6746708,Male,64,Debit Card,16-03-2021
403-0479502-4665961,Female,20,Cash,06-02-2022
406-9608481-8488318,Male,44,Cash,19-02-2022
405-7360899-4598714,Female,45,Cash,23-08-2022
405-0959254-1657901,Male,35,Cash,24-12-2021
171-4557677-2582701,Male,34,Cash,18-01-2023
407-9296622-9195529,Male,61,Credit Card,14-02-2023
407-7934245-0100368,Male,46,Credit Card,30-12-2021
171-6057281-8765125,Male,43,Debit Card,03-11-2021
406-9240621-8693154,Female,62,Credit Card,07-12-2021
407-1812822-4681148,Female,46,Cash,06-05-2021
171-3655735-4099528,Male,22,Cash,21-08-2021
405-2482185-3803560,Female,69,Cash,21-12-2022
402-0809962-5974767,Female,49,Credit Card,18-04-2022
404-6041327-6427504,Male,19,Debit Card,23-12-2022
405-6116164-6853144,Female,57,Cash,25-10-2022
403-0160745-8234767,Male,19,Credit Card,06-12-2021
402-1135617-7738719,Male,35,Credit Card,13-01-2022
408-3888699-8608358,Female,42,Credit Card,06-08-2022
407-3896479-4129942,Female,26,Debit Card,06-01-2021
406-3495758-4761923,Female,26,Cash,22-05-2022
405-1398055-6848317,Female,20,Cash,30-07-2022
171-0932220-9581145,Male,50,Credit Card,16-08-2021
402-0016632-4733970,Female,47,Cash,26-01-2023
404-9881039-0644328,Male,35,Credit Card,23-03-2022
406-5258351-1889100,Male,28,Cash,16-05-2021
404-1100832-7869957,Female,27,Debit Card,22-12-2022
408-8875222-2562756,Female,41,Cash,26-06-2022
171-8877656-2585920,Female,40,Debit Card,23-09-2022
171-6831801-4433951,Female,20,Debit Card,10-05-2021
171-9949999-9173139,Female,51,Debit Card,02-01-2022
403-0368542-2010725,Female,57,Credit Card,20-06-2021
406-7452375-5850719,Female,24,Cash,01-03-2021
404-1544905-6126762,Male,37,Cash,30-06-2022
404-2221025-4374717,Male,27,Debit Card,15-05-2022
403-3668941-5671564,Female,41,Credit Card,08-06-2021
406-7852703-9323540,Female,31,Credit Card,30-01-2022
402-3832576-1555542,Female,56,Debit Card,14-01-2021
404-9108517-6113135,Male,44,Debit Card,26-07-2022
406-4183295-4014708,Female,27,Credit Card,03-09-2022
404-9410867-4609167,Female,59,Credit Card,17-10-2022
171-6292200-9877139,Male,68,Credit Card,25-07-2021
171-5288883-5137129,Female,38,Credit Card,22-04-2021
405-7275557-4713122,Female,57,Debit Card,31-03-2021
403-3534037-2316362,Female,60,Credit Card,06-03-2022
408-9151046-4572329,Female,34,Cash,18-09-2021
406-4223142-6808318,Female,44,Credit Card,12-02-2022
403-7547414-5205104,Female,55,Cash,25-10-2021
407-0841394-7266738,Female,25,Credit Card,07-02-2023
407-4632067-2085119,Female,46,Credit Card,15-04-2021
406-9885155-1980327,Female,22,Cash,17-10-2021
402-9212131-0226754,Female,27,Credit Card,01-01-2023
405-7964100-9839530,Male,18,Credit Card,19-12-2021
407-6199785-2150743,Female,63,Credit Card,21-10-2022
408-8238375-8190733,Female,67,Debit Card,13-11-2022
408-3222761-4601908,Female,19,Debit Card,09-05-2021
171-6681129-3524365,Male,26,Debit Card,30-04-2021
171-2552985-5680303,Female,46,Credit Card,09-03-2021
406-4497645-3623504,Female,38,Credit Card,01-01-2023
171-1440815-9789168,Female,24,Debit Card,15-07-2022
407-9014878-0409963,Male,65,Debit Card,11-02-2021
405-8337492-7443500,Female,40,Cash,15-10-2022
402-3032554-6300354,Female,36,Debit Card,28-07-2021
402-1005926-5634729,Female,49,Cash,25-06-2022
405-9043064-6727506,Male,63,Cash,25-01-2021
171-3913410-0193142,Male,25,Cash,31-03-2021
407-7661326-5979553,Female,28,Cash,25-12-2022
407-0748208-6833138,Female,59,Cash,14-05-2021
405-7703615-3393166,Female,66,Credit Card,28-01-2022
405-1388573-8161940,Male,33,Cash,27-10-2021
403-8035463-4167510,Male,33,Cash,01-07-2022
403-4834544-3103513,Female,24,Cash,11-06-2022
402-4983476-0529943,Female,40,Debit Card,07-08-2021
408-6172924-2663534,Female,51,Credit Card,09-10-2022
403-9235048-5343525,Female,45,Cash,10-08-2022
406-5852547-0999538,Female,48,Cash,01-01-2023
407-3569816-2588338,Male,27,Debit Card,09-11-2021
171-1497389-0950758,Male,56,Cash,17-05-2021
404-9109256-6333169,Male,24,Credit Card,19-09-2022
408-2584858-2361167,Female,31,Credit Card,10-11-2021
402-0549701-6833110,Female,65,Credit Card,14-01-2021
403-6224581-9500347,Female,57,Credit Card,07-04-2022
407-5202479-7283555,Female,51,Cash,29-08-2022
403-1147455-0953128,Male,38,Cash,23-03-2021
405-3665040-4528353,Male,22,Cash,17-09-2021
403-3911168-6656318,Female,62,Credit Card,08-11-2022
404-2606939-7895551,Female,24,Cash,21-05-2022
404-1432743-7307544,Female,36,Credit Card,24-08-2022
402-0743390-0222726,Female,66,Credit Card,01-05-2022
405-0366444-2693909,Female,36,Credit Card,07-03-2022
408-3425727-6153954,Male,44,Credit Card,30-07-2021
404-2027932-3501106,Female,67,Credit Card,22-12-2021
406-5138253-8085153,Male,64,Debit Card,27-04-2022
403-7085080-4840303,Male,29,Cash,01-12-2021
407-0729408-3197113,Female,54,Credit Card,21-01-2021
406-9981451-6829159,Female,62,Cash,07-05-2021
171-6561877-6875549,Male,34,Debit Card,24-07-2022
403-8976907-9383551,Female,33,Credit Card,29-04-2021
406-8357423-0661918,Male,45,Credit Card,18-06-2021
408-5320805-1347537,Male,18,Cash,08-10-2021
408-2158492-2842704,Female,48,Debit Card,30-08-2022
406-8670755-9729945,Male,22,Cash,23-02-2023
404-7355422-8324345,Female,50,Credit Card,10-11-2021
404-3917881-5497140,Male,69,Cash,30-04-2021
405-8553615-9277940,Male,25,Cash,06-10-2022
408-0482165-7713951,Male,45,Credit Card,15-08-2021
404-8430887-4295521,Female,60,Cash,16-02-2021
407-3661911-2893909,Female,44,Cash,02-12-2021
407-8388866-5036330,Female,52,Credit Card,18-06-2021
404-1351070-0577962,Male,60,Cash,03-11-2022
406-9389753-3996365,Male,69,Cash,10-01-2021
406-4290370-4481945,Male,40,Cash,11-03-2021
406-9976934-1753163,Male,33,Cash,25-01-2023
406-4565886-9122735,Male,52,Cash,19-06-2021
402-1915984-9954757,Female,20,Cash,04-02-2023
402-6322410-6788306,Female,44,Debit Card,05-11-2021
171-5204365-4585147,Male,48,Credit Card,16-05-2022
408-1273267-7221902,Female,47,Cash,26-08-2022
403-7881698-1234719,Male,21,Debit Card,16-10-2021
405-7738570-6791510,Male,26,Debit Card,12-07-2022
405-2151898-4361156,Female,43,Cash,16-03-2021
408-4215617-4277156,Female,44,Debit Card,15-01-2021
408-4882521-0739521,Male,60,Cash,19-01-2023
171-3995208-9556366,Male,22,Credit Card,03-12-2022
407-2258645-1341146,Female,66,Debit Card,08-06-2021
405-8404318-7820365,Male,28,Cash,21-02-2021
171-3003328-2511523,Male,29,Cash,07-12-2021
171-6790408-7125923,Female,22,Cash,22-10-2021
405-6515266-1833934,Female,32,Cash,22-05-2021
405-0096063-7632364,Female,58,Cash,27-01-2022
403-0026168-0473943,Male,30,Debit Card,09-12-2022
408-7783115-6113147,Female,59,Cash,18-10-2021
403-4236427-0796347,Male,55,Credit Card,26-03-2022
171-7656792-7921942,Female,18,Credit Card,13-11-2022
407-4731404-0592301,Female,69,Cash,06-11-2022
171-5420486-1758711,Female,37,Credit Card,05-07-2021
402-7448444-9789118,Male,22,Debit Card,09-05-2021
402-4657057-1969151,Female,54,Cash,21-07-2021
407-9705268-9552349,Female,42,Cash,02-03-2021
404-5050390-7672362,Female,31,Cash,20-12-2021
171-9655809-7797939,Female,34,Debit Card,18-02-2022
406-2525168-1489962,Female,58,Debit Card,13-12-2021
403-4741253-0737142,Female,56,Cash,16-09-2021
407-3731933-2865155,Male,47,Cash,26-02-2022
404-4135255-3765110,Female,22,Debit Card,21-09-2022
407-1324035-2149903,Male,67,Debit Card,28-02-2022
402-5095444-0097918,Female,63,Cash,01-01-2023
407-6417185-3321117,Male,30,Credit Card,31-05-2022
405-6537674-1015554,Female,63,Credit Card,03-03-2021
408-2694262-4007545,Male,27,Credit Card,28-06-2022
402-8417279-5408348,Female,53,Credit Card,07-10-2022
408-5070526-9358762,Female,58,Debit Card,26-09-2022
403-8095560-2929137,Female,31,Cash,29-10-2022
408-7290310-0445962,Female,40,Credit Card,14-08-2022
405-5258553-3738750,Female,46,Credit Card,20-04-2022
407-1537402-4138751,Female,43,Credit Card,02-02-2021
408-8606463-4905944,Female,23,Credit Card,25-07-2021
406-6062384-7660322,Female,22,Credit Card,07-02-2023
171-8552834-2080353,Male,22,Debit Card,18-12-2021
406-3735821-4367546,Female,62,Credit Card,20-10-2021
407-3708814-7589961,Female,28,Cash,03-10-2022
403-1251224-8526727,Male,47,Credit Card,08-06-2021
402-6370684-8475545,Male,29,Cash,20-05-2022
403-2537670-8843544,Female,39,Credit Card,02-09-2021
171-4777910-3781159,Female,64,Cash,15-03-2022
403-5550039-1079533,Male,24,Cash,10-04-2021
405-4612293-4346704,Male,25,Debit Card,04-03-2021
403-4578816-6673965,Female,19,Cash,20-06-2022
171-6536198-5361140,Male,27,Cash,28-07-2021
407-3696059-7374707,Female,50,Credit Card,13-10-2022
402-3594715-7525950,Female,55,Credit Card,01-03-2022
408-4559371-2453925,Male,55,Cash,02-07-2022
171-5835961-8053900,Female,43,Cash,21-12-2022
171-5104007-9041144,Male,45,Cash,19-02-2022
406-9618849-0093944,Male,30,Credit Card,25-09-2021
404-8428786-5711524,Female,68,Credit Card,29-07-2021
408-4337130-8957959,Female,40,Debit Card,20-07-2022
406-4180162-2491546,Female,69,Cash,10-07-2022
406-2806199-3255536,Male,30,Credit Card,23-02-2022
406-0720027-8953959,Female,48,Credit Card,08-03-2022
406-1410213-5154732,Male,19,Credit Card,26-05-2021
403-9819933-1586746,Male,33,Cash,16-07-2021
403-9353809-2762716,Male,55,Credit Card,07-05-2021
404-2456551-6125124,Female,31,Credit Card,26-06-2021
171-2630358-5678736,Female,35,Credit Card,29-03-2022
408-9275256-9596302,Female,37,Cash,21-08-2021
171-9060991-1034726,Male,42,Cash,27-03-2021
171-8464243-0487546,Female,38,Credit Card,30-10-2022
171-5170733-7855514,Female,30,Credit Card,04-03-2023
403-8137343-5206760,Male,23,Credit Card,09-11-2021
408-1575454-3263526,Female,20,Cash,14-05-2022
171-2918708-7197155,Female,64,Credit Card,07-04-2022
406-7244956-4740355,Male,51,Cash,12-09-2021
405-1938284-0644303,Female,47,Cash,04-06-2022
407-4504931-4808351,Male,44,Debit Card,01-05-2021
407-3380164-1718704,Male,43,Credit Card,15-09-2022
405-3716907-8910762,Female,37,Debit Card,03-09-2022
406-0428193-7840349,Male,51,Credit Card,22-11-2022
406-1608535-7620345,Female,56,Cash,05-08-2021
408-0024728-3790714,Female,25,Cash,05-04-2021
402-1763028-7442755,Female,18,Cash,01-06-2021
406-7878854-4034724,Female,52,Cash,21-02-2022
408-0473284-3290751,Male,65,Debit Card,13-09-2022
402-3118238-5895506,Male,59,Cash,08-03-2023
404-5336399-6875556,Male,49,Cash,14-12-2022
171-4491726-4085168,Male,21,Cash,04-04-2022
406-4185882-0068369,Male,56,Debit Card,06-05-2021
408-1988844-7007548,Female,53,Cash,19-12-2022
408-9433085-6810748,Male,26,Debit Card,03-01-2023
404-5482558-4869139,Female,64,Credit Card,18-09-2022
404-4058822-0407550,Male,51,Debit Card,20-02-2023
406-6902160-6581921,Male,52,Cash,27-02-2021
404-0597293-4754709,Male,49,Cash,09-10-2022
404-8484987-1705159,Female,41,Credit Card,24-02-2023
402-2473657-8241938,Female,43,Cash,23-02-2021
403-4894194-0705950,Male,19,Credit Card,05-06-2022
403-9423113-2492346,Female,44,Cash,15-02-2022
407-0034071-3673966,Female,35,Credit Card,07-05-2021
408-5506527-6409109,Female,36,Cash,18-11-2021
407-7380395-0205121,Female,58,Cash,12-02-2022
171-6917516-6577936,Female,37,Cash,14-03-2022
403-0949485-6828354,Female,49,Debit Card,30-01-2022
405-4534560-0940351,Female,36,Credit Card,30-11-2022
408-2601361-3478766,Male,24,Cash,13-02-2022
405-0447224-7737105,Male,45,Debit Card,12-01-2022
408-0398074-0875503,Female,21,Credit Card,14-04-2022
171-3063160-5744335,Male,20,Cash,20-10-2021
405-5342092-2145920,Female,32,Debit Card,30-08-2022
404-5016225-0473148,Male,42,Cash,25-10-2021
406-4648766-8705154,Male,65,Debit Card,15-12-2022
408-7780624-3058742,Female,60,Debit Card,02-11-2022
408-4299113-5285161,Male,49,Credit Card,27-04-2022
