Customer ID,Order ID,Order Date,Ship Date,Ship Mode
CT-11995,CA-2011-138681,20-12-2011,22-12-2011,First Class
CT-11995,CA-2011-138681,20-12-2011,22-12-2011,First Class
CT-11995,CA-2011-138681,20-12-2011,22-12-2011,First Class
JL-15835,US-2012-138121,17-12-2012,17-12-2012,Same Day
JL-15835,US-2012-138121,17-12-2012,17-12-2012,Same Day
JL-15835,US-2012-138121,17-12-2012,17-12-2012,Same Day
JL-15835,US-2012-138121,17-12-2012,17-12-2012,Same Day
JL-15835,US-2012-138121,17-12-2012,17-12-2012,Same Day
JK-16120,CA-2014-140298,12-05-2014,18-05-2014,Standard Class
JK-16120,CA-2014-140298,12-05-2014,18-05-2014,Standard Class
JK-16120,CA-2014-140298,12-05-2014,18-05-2014,Standard Class
JK-16120,CA-2014-140298,12-05-2014,18-05-2014,Standard Class
DH-13075,CA-2013-166240,25-06-2013,29-06-2013,Standard Class
AG-10900,CA-2013-158435,18-05-2013,19-05-2013,First Class
AG-10900,CA-2013-158435,18-05-2013,19-05-2013,First Class
AG-10900,CA-2013-158435,18-05-2013,19-05-2013,First Class
WB-21850,CA-2014-138149,30-06-2014,01-07-2014,First Class
WB-21850,CA-2014-138149,30-06-2014,01-07-2014,First Class
WB-21850,CA-2014-138149,30-06-2014,01-07-2014,First Class
WB-21850,CA-2014-138149,30-06-2014,01-07-2014,First Class
JO-15280,CA-2011-112403,31-03-2011,31-03-2011,Same Day
EJ-13720,CA-2011-108273,16-12-2011,21-12-2011,Standard Class
EJ-13720,CA-2011-108273,16-12-2011,21-12-2011,Standard Class
AB-10105,CA-2014-121643,19-05-2014,21-05-2014,First Class
LT-16765,US-2012-122910,12-05-2012,16-05-2012,Standard Class
CM-12655,CA-2014-143126,04-12-2014,08-12-2014,Second Class
EM-13960,CA-2012-129042,12-12-2012,17-12-2012,Standard Class
DJ-13420,CA-2012-109736,10-10-2012,11-10-2012,First Class
DE-13255,CA-2012-142601,18-04-2012,20-04-2012,Second Class
DE-13255,CA-2012-142601,18-04-2012,20-04-2012,Second Class
NR-18550,CA-2011-106229,07-06-2011,11-06-2011,Second Class
CK-12325,US-2014-135230,02-09-2014,08-09-2014,Standard Class
JF-15490,CA-2013-159653,23-05-2013,23-05-2013,Same Day
LB-16795,CA-2013-131968,12-11-2013,16-11-2013,Standard Class
LB-16795,CA-2013-131968,12-11-2013,16-11-2013,Standard Class
MP-18175,CA-2011-119151,25-11-2011,29-11-2011,Second Class
MP-18175,CA-2011-119151,25-11-2011,29-11-2011,Second Class
LH-16900,CA-2011-123323,07-11-2011,12-11-2011,Standard Class
SV-20935,CA-2013-124681,19-07-2013,24-07-2013,Second Class
RB-19435,US-2012-103996,29-03-2012,31-03-2012,Second Class
RB-19435,US-2012-103996,29-03-2012,31-03-2012,Second Class
RB-19435,US-2012-103996,29-03-2012,31-03-2012,Second Class
RB-19435,US-2012-103996,29-03-2012,31-03-2012,Second Class
Dl-13600,CA-2013-120530,08-04-2013,13-04-2013,Standard Class
PS-19045,CA-2012-155054,13-06-2012,19-06-2012,Standard Class
PS-19045,CA-2012-155054,13-06-2012,19-06-2012,Standard Class
PS-19045,CA-2012-155054,13-06-2012,19-06-2012,Standard Class
GT-14755,CA-2012-105725,18-02-2012,24-02-2012,Standard Class
GT-14755,CA-2012-105725,18-02-2012,24-02-2012,Standard Class
CS-12355,CA-2014-164364,13-11-2014,17-11-2014,Standard Class
CS-12355,CA-2014-164364,13-11-2014,17-11-2014,Standard Class
CS-12355,CA-2014-164364,13-11-2014,17-11-2014,Standard Class
JD-16060,CA-2014-168123,06-03-2014,06-03-2014,Same Day
JD-16060,CA-2014-168123,06-03-2014,06-03-2014,Same Day
JD-16060,CA-2014-168123,06-03-2014,06-03-2014,Same Day
JD-16060,CA-2014-168123,06-03-2014,06-03-2014,Same Day
TS-21160,CA-2013-120005,04-03-2013,04-03-2013,Same Day
TS-21160,CA-2013-120005,04-03-2013,04-03-2013,Same Day
BV-11245,CA-2013-123526,25-12-2013,26-12-2013,First Class
DL-13495,CA-2013-127649,08-10-2013,10-10-2013,First Class
EB-13870,CA-2013-159989,10-12-2013,14-12-2013,Standard Class
ES-14020,CA-2014-103499,21-11-2014,25-11-2014,Standard Class
JB-15925,US-2012-167220,12-12-2012,16-12-2012,Standard Class
SC-20380,CA-2014-126354,04-02-2014,09-02-2014,Standard Class
SC-20380,CA-2014-126354,04-02-2014,09-02-2014,Standard Class
EB-13870,CA-2014-169817,22-09-2014,26-09-2014,Standard Class
TC-21475,US-2014-144582,01-05-2014,06-05-2014,Standard Class
SG-20605,CA-2011-121573,03-11-2011,07-11-2011,Standard Class
SG-20605,CA-2011-121573,03-11-2011,07-11-2011,Standard Class
SG-20605,CA-2011-121573,03-11-2011,07-11-2011,Standard Class
BM-11785,CA-2013-117660,31-12-2013,05-01-2014,Standard Class
BM-11785,CA-2013-117660,31-12-2013,05-01-2014,Standard Class
NR-18550,CA-2011-112851,17-09-2011,21-09-2011,Standard Class
PG-18820,CA-2014-123701,25-11-2014,28-11-2014,First Class
DB-13270,CA-2012-118227,24-04-2012,28-04-2012,Standard Class
NS-18640,CA-2012-123155,09-03-2012,12-03-2012,First Class
NS-18640,CA-2012-123155,09-03-2012,12-03-2012,First Class
CS-11860,CA-2014-158883,03-06-2014,04-06-2014,Same Day
CC-12430,US-2013-114888,20-09-2013,25-09-2013,Second Class
CC-12430,US-2013-114888,20-09-2013,25-09-2013,Second Class
AC-10450,US-2011-167262,31-10-2011,03-11-2011,Second Class
CM-12385,CA-2014-119746,24-11-2014,28-11-2014,Standard Class
CM-12385,CA-2014-119746,24-11-2014,28-11-2014,Standard Class
CM-12385,CA-2014-119746,24-11-2014,28-11-2014,Standard Class
EK-13795,CA-2014-108091,17-11-2014,22-11-2014,Standard Class
CK-12760,CA-2013-101630,19-02-2013,23-02-2013,Second Class
CK-12760,CA-2013-101630,19-02-2013,23-02-2013,Second Class
PK-19075,CA-2014-132346,08-11-2014,12-11-2014,Standard Class
MH-18025,CA-2011-150301,08-07-2011,10-07-2011,First Class
SC-20725,CA-2011-159310,07-11-2011,12-11-2011,Standard Class
SC-20725,CA-2011-159310,07-11-2011,12-11-2011,Standard Class
SC-20725,CA-2011-159310,07-11-2011,12-11-2011,Standard Class
GB-14575,US-2014-147984,29-01-2014,02-02-2014,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
IM-15070,CA-2012-104346,11-12-2012,16-12-2012,Standard Class
MM-18055,US-2012-141684,29-06-2012,04-07-2012,Standard Class
MF-18250,CA-2012-144722,16-03-2012,23-03-2012,Standard Class
CK-12595,CA-2012-120516,13-08-2012,17-08-2012,Standard Class
MK-17905,US-2013-148901,15-05-2013,20-05-2013,Standard Class
MK-17905,US-2013-148901,15-05-2013,20-05-2013,Standard Class
MK-17905,US-2013-148901,15-05-2013,20-05-2013,Standard Class
MK-17905,US-2013-148901,15-05-2013,20-05-2013,Standard Class
MK-17905,US-2013-148901,15-05-2013,20-05-2013,Standard Class
MK-17905,US-2013-148901,15-05-2013,20-05-2013,Standard Class
MK-17905,US-2013-148901,15-05-2013,20-05-2013,Standard Class
MH-17455,CA-2014-136364,14-07-2014,18-07-2014,Second Class
MH-17455,CA-2014-136364,14-07-2014,18-07-2014,Second Class
NG-18430,CA-2012-137708,22-11-2012,25-11-2012,Second Class
NG-18430,CA-2012-137708,22-11-2012,25-11-2012,Second Class
NG-18430,CA-2012-137708,22-11-2012,25-11-2012,Second Class
PB-19210,CA-2011-149055,23-11-2011,28-11-2011,Standard Class
RE-19450,CA-2012-151589,27-12-2012,30-12-2012,First Class
RE-19450,CA-2012-151589,27-12-2012,30-12-2012,First Class
EB-14110,CA-2013-121370,15-11-2013,20-11-2013,Second Class
EB-14110,CA-2013-121370,15-11-2013,20-11-2013,Second Class
EB-14110,CA-2013-121370,15-11-2013,20-11-2013,Second Class
TB-21625,CA-2013-111696,09-05-2013,11-05-2013,First Class
MG-17695,CA-2011-139598,26-12-2011,31-12-2011,Standard Class
MG-17695,CA-2011-139598,26-12-2011,31-12-2011,Standard Class
MG-17695,CA-2011-139598,26-12-2011,31-12-2011,Standard Class
MG-17695,CA-2011-139598,26-12-2011,31-12-2011,Standard Class
LW-17125,CA-2014-117436,09-06-2014,15-06-2014,Standard Class
PF-19120,CA-2012-140025,07-04-2012,11-04-2012,Standard Class
PF-19120,CA-2012-140025,07-04-2012,11-04-2012,Standard Class
NZ-18565,CA-2013-134222,11-07-2013,12-07-2013,Same Day
CK-12205,CA-2013-140018,22-11-2013,27-11-2013,Standard Class
CK-12205,CA-2013-140018,22-11-2013,27-11-2013,Standard Class
CK-12205,CA-2013-140018,22-11-2013,27-11-2013,Standard Class
JE-15610,US-2014-136707,13-11-2014,16-11-2014,First Class
JO-15145,CA-2011-152562,01-11-2011,08-11-2011,Standard Class
JO-15145,CA-2011-152562,01-11-2011,08-11-2011,Standard Class
TT-21220,CA-2013-152408,16-05-2013,22-05-2013,Standard Class
MS-17365,CA-2011-120278,07-11-2011,12-11-2011,Standard Class
MS-17365,CA-2011-120278,07-11-2011,12-11-2011,Standard Class
MS-17365,CA-2011-120278,07-11-2011,12-11-2011,Standard Class
MS-17365,CA-2011-120278,07-11-2011,12-11-2011,Standard Class
MP-18175,CA-2014-167661,06-10-2014,11-10-2014,Standard Class
MP-18175,CA-2014-167661,06-10-2014,11-10-2014,Standard Class
MP-18175,CA-2014-167661,06-10-2014,11-10-2014,Standard Class
FH-14350,CA-2014-106831,02-06-2014,04-06-2014,First Class
FH-14350,CA-2014-106831,02-06-2014,04-06-2014,First Class
FH-14350,CA-2014-106831,02-06-2014,04-06-2014,First Class
SC-20050,CA-2014-154123,21-11-2014,26-11-2014,Standard Class
NM-18520,CA-2013-136049,24-12-2013,29-12-2013,Standard Class
JO-15280,CA-2014-118402,30-09-2014,05-10-2014,Standard Class
CC-12475,US-2013-139388,08-11-2013,10-11-2013,First Class
MZ-17515,US-2011-128685,04-04-2011,05-04-2011,First Class
MS-17830,CA-2012-124044,23-07-2012,26-07-2012,Second Class
GK-14620,CA-2011-164469,25-06-2011,27-06-2011,Second Class
GK-14620,CA-2011-164469,25-06-2011,27-06-2011,Second Class
GK-14620,CA-2011-164469,25-06-2011,27-06-2011,Second Class
MC-17275,CA-2011-107818,08-09-2011,14-09-2011,Standard Class
MC-17275,CA-2011-107818,08-09-2011,14-09-2011,Standard Class
MC-17275,CA-2011-107818,08-09-2011,14-09-2011,Standard Class
MC-17275,CA-2011-107818,08-09-2011,14-09-2011,Standard Class
LH-17155,CA-2011-113320,12-12-2011,15-12-2011,Second Class
LH-17155,CA-2011-113320,12-12-2011,15-12-2011,Second Class
LH-17155,CA-2011-113320,12-12-2011,15-12-2011,Second Class
PB-19150,CA-2012-137526,13-01-2012,17-01-2012,Standard Class
PB-19150,CA-2012-137526,13-01-2012,17-01-2012,Standard Class
PB-19150,CA-2012-137526,13-01-2012,17-01-2012,Standard Class
SS-20140,CA-2014-136063,16-12-2014,20-12-2014,Standard Class
GK-14620,CA-2013-101546,19-12-2013,25-12-2013,Standard Class
GM-14455,CA-2011-138940,11-04-2011,16-04-2011,Second Class
SH-19975,CA-2013-125164,11-11-2013,15-11-2013,Standard Class
SH-19975,CA-2013-125164,11-11-2013,15-11-2013,Standard Class
SC-20725,CA-2014-163531,27-06-2014,01-07-2014,Standard Class
TT-21070,CA-2014-122490,14-11-2014,19-11-2014,Standard Class
TT-21070,CA-2014-122490,14-11-2014,19-11-2014,Standard Class
TT-21070,CA-2014-122490,14-11-2014,19-11-2014,Standard Class
TT-21070,CA-2014-122490,14-11-2014,19-11-2014,Standard Class
SC-20440,CA-2014-131366,25-11-2014,30-11-2014,Standard Class
SC-20440,CA-2014-131366,25-11-2014,30-11-2014,Standard Class
KL-16645,CA-2014-164042,24-05-2014,28-05-2014,Standard Class
KL-16645,CA-2014-164042,24-05-2014,28-05-2014,Standard Class
KL-16645,CA-2014-164042,24-05-2014,28-05-2014,Standard Class
KL-16645,CA-2014-164042,24-05-2014,28-05-2014,Standard Class
KN-16390,CA-2011-132864,02-12-2011,07-12-2011,Standard Class
SL-20155,US-2011-155817,03-10-2011,09-10-2011,Standard Class
SL-20155,US-2011-155817,03-10-2011,09-10-2011,Standard Class
PW-19240,US-2013-131891,30-07-2013,01-08-2013,First Class
TB-21175,CA-2014-143567,03-11-2014,06-11-2014,Second Class
TB-21175,CA-2014-143567,03-11-2014,06-11-2014,Second Class
TB-21175,CA-2014-143567,03-11-2014,06-11-2014,Second Class
TB-21175,CA-2014-143567,03-11-2014,06-11-2014,Second Class
AH-10210,CA-2014-104080,09-03-2014,16-03-2014,Standard Class
AH-10210,CA-2014-104080,09-03-2014,16-03-2014,Standard Class
SC-20695,CA-2011-151379,16-12-2011,20-12-2011,Standard Class
RF-19345,CA-2013-163167,29-11-2013,02-12-2013,Second Class
RF-19345,CA-2013-163167,29-11-2013,02-12-2013,Second Class
RF-19345,CA-2013-163167,29-11-2013,02-12-2013,Second Class
RF-19345,CA-2013-163167,29-11-2013,02-12-2013,Second Class
EH-13765,CA-2013-135776,24-12-2013,31-12-2013,Standard Class
EH-13765,CA-2013-135776,24-12-2013,31-12-2013,Standard Class
EH-13765,CA-2013-135776,24-12-2013,31-12-2013,Standard Class
EH-13765,CA-2013-135776,24-12-2013,31-12-2013,Standard Class
EH-13765,CA-2013-135776,24-12-2013,31-12-2013,Standard Class
EH-13765,CA-2013-135776,24-12-2013,31-12-2013,Standard Class
EH-13765,CA-2013-135776,24-12-2013,31-12-2013,Standard Class
AC-10660,US-2011-122021,15-10-2011,17-10-2011,First Class
AC-10660,US-2011-122021,15-10-2011,17-10-2011,First Class
SG-20470,CA-2013-130484,23-08-2013,28-08-2013,Standard Class
CA-12310,CA-2014-120936,18-12-2014,22-12-2014,Standard Class
CA-12310,CA-2014-120936,18-12-2014,22-12-2014,Standard Class
SH-20395,CA-2014-110884,08-03-2014,13-03-2014,Standard Class
SH-20395,CA-2014-110884,08-03-2014,13-03-2014,Standard Class
MC-17605,US-2011-161613,01-12-2011,03-12-2011,Second Class
JE-15610,US-2011-146353,14-10-2011,16-10-2011,Second Class
JE-15610,US-2011-146353,14-10-2011,16-10-2011,Second Class
MS-17530,CA-2011-133809,18-11-2011,23-11-2011,Second Class
MS-17530,CA-2011-133809,18-11-2011,23-11-2011,Second Class
BH-11710,CA-2014-127306,15-01-2014,19-01-2014,Standard Class
BH-11710,CA-2014-127306,15-01-2014,19-01-2014,Standard Class
BH-11710,CA-2014-127306,15-01-2014,19-01-2014,Standard Class
BH-11710,CA-2014-127306,15-01-2014,19-01-2014,Standard Class
BH-11710,CA-2014-127306,15-01-2014,19-01-2014,Standard Class
ME-17725,CA-2012-161830,24-09-2012,26-09-2012,Second Class
ME-17725,CA-2012-161830,24-09-2012,26-09-2012,Second Class
MB-17305,CA-2014-163125,10-10-2014,12-10-2014,Second Class
MB-17305,CA-2014-163125,10-10-2014,12-10-2014,Second Class
BM-11575,CA-2013-160304,02-01-2013,07-01-2013,Standard Class
BM-11575,CA-2013-160304,02-01-2013,07-01-2013,Standard Class
SC-20575,CA-2014-101728,20-08-2014,24-08-2014,Standard Class
MH-18115,CA-2014-114055,26-12-2014,30-12-2014,Second Class
MH-18115,CA-2014-114055,26-12-2014,30-12-2014,Second Class
MH-18115,CA-2014-114055,26-12-2014,30-12-2014,Second Class
MH-18115,CA-2014-114055,26-12-2014,30-12-2014,Second Class
AR-10345,CA-2014-126438,11-09-2014,14-09-2014,First Class
MO-17500,CA-2014-117653,20-10-2014,24-10-2014,Standard Class
AD-10180,CA-2014-143245,02-12-2014,07-12-2014,Standard Class
AD-10180,CA-2014-143245,02-12-2014,07-12-2014,Standard Class
KD-16345,US-2011-138828,02-09-2011,03-09-2011,First Class
KD-16345,US-2011-138828,02-09-2011,03-09-2011,First Class
FM-14215,CA-2014-143651,26-03-2014,31-03-2014,Standard Class
ZC-21910,CA-2012-106978,28-09-2012,04-10-2012,Standard Class
ZC-21910,CA-2012-106978,28-09-2012,04-10-2012,Standard Class
ZC-21910,CA-2012-106978,28-09-2012,04-10-2012,Standard Class
KS-16300,CA-2012-155124,15-03-2012,21-03-2012,Standard Class
DP-13390,CA-2014-150931,07-01-2014,14-01-2014,Standard Class
BD-11605,CA-2011-157147,14-01-2011,19-01-2011,Standard Class
BD-11605,CA-2011-157147,14-01-2011,19-01-2011,Standard Class
BD-11605,CA-2011-157147,14-01-2011,19-01-2011,Standard Class
IL-15100,CA-2012-156482,06-02-2012,13-02-2012,Standard Class
IL-15100,CA-2012-156482,06-02-2012,13-02-2012,Standard Class
IL-15100,CA-2012-156482,06-02-2012,13-02-2012,Standard Class
LP-17095,CA-2014-106782,22-12-2014,28-12-2014,Standard Class
JH-15985,CA-2013-151372,06-09-2013,07-09-2013,First Class
JH-15985,CA-2013-151372,06-09-2013,07-09-2013,First Class
JH-15985,CA-2013-151372,06-09-2013,07-09-2013,First Class
JD-16015,CA-2011-102085,04-10-2011,09-10-2011,Standard Class
BD-11320,CA-2014-107125,28-11-2014,03-12-2014,Standard Class
BD-11320,CA-2014-107125,28-11-2014,03-12-2014,Standard Class
DL-13330,CA-2013-125815,29-10-2013,02-11-2013,Second Class
NC-18415,CA-2012-144190,09-06-2012,13-06-2012,Standard Class
AS-10225,CA-2014-117926,09-12-2014,13-12-2014,Second Class
MS-17980,CA-2012-153906,16-03-2012,20-03-2012,Standard Class
TS-21205,CA-2011-160262,09-06-2011,13-06-2011,Second Class
TS-21205,CA-2011-160262,09-06-2011,13-06-2011,Second Class
TS-21205,CA-2011-160262,09-06-2011,13-06-2011,Second Class
JK-15730,CA-2012-127607,20-03-2012,26-03-2012,Standard Class
JK-15730,CA-2012-127607,20-03-2012,26-03-2012,Standard Class
TC-21535,CA-2013-166226,19-11-2013,23-11-2013,Standard Class
TC-21535,CA-2013-166226,19-11-2013,23-11-2013,Standard Class
AB-10015,CA-2011-156587,07-03-2011,08-03-2011,First Class
AB-10015,CA-2011-156587,07-03-2011,08-03-2011,First Class
AB-10015,CA-2011-156587,07-03-2011,08-03-2011,First Class
DP-13000,CA-2013-141180,16-05-2013,20-05-2013,Second Class
CY-12745,CA-2012-109708,25-05-2012,28-05-2012,Second Class
BE-11455,CA-2012-122406,02-08-2012,05-08-2012,Second Class
BE-11455,CA-2012-122406,02-08-2012,05-08-2012,Second Class
BE-11455,CA-2012-122406,02-08-2012,05-08-2012,Second Class
BE-11455,CA-2012-122406,02-08-2012,05-08-2012,Second Class
KL-16555,US-2013-153815,07-11-2013,10-11-2013,First Class
KL-16555,US-2013-153815,07-11-2013,10-11-2013,First Class
KL-16555,US-2013-153815,07-11-2013,10-11-2013,First Class
KL-16555,US-2013-153815,07-11-2013,10-11-2013,First Class
PS-19045,CA-2013-164896,08-11-2013,13-11-2013,Standard Class
JR-16210,CA-2012-142202,18-09-2012,23-09-2012,Second Class
AH-10210,CA-2012-165050,07-12-2012,09-12-2012,First Class
AH-10210,CA-2012-165050,07-12-2012,09-12-2012,First Class
AH-10210,CA-2012-165050,07-12-2012,09-12-2012,First Class
RW-19630,US-2013-131114,10-12-2013,14-12-2013,Second Class
RW-19630,US-2013-131114,10-12-2013,14-12-2013,Second Class
RW-19630,US-2013-131114,10-12-2013,14-12-2013,Second Class
AH-10075,CA-2011-160066,16-11-2011,22-11-2011,Standard Class
IM-15070,CA-2013-109925,07-11-2013,11-11-2013,Second Class
CK-12760,CA-2012-160696,06-09-2012,10-09-2012,Standard Class
AG-10390,CA-2011-125171,03-09-2011,03-09-2011,Same Day
CL-12700,CA-2013-149279,25-04-2013,29-04-2013,Standard Class
CL-12700,CA-2013-149279,25-04-2013,29-04-2013,Standard Class
CL-12700,CA-2013-149279,25-04-2013,29-04-2013,Standard Class
AW-10930,CA-2014-107321,01-09-2014,05-09-2014,Standard Class
AW-10930,CA-2014-107321,01-09-2014,05-09-2014,Standard Class
HG-14965,US-2014-122714,08-12-2014,14-12-2014,Standard Class
RB-19645,CA-2012-153038,18-12-2012,25-12-2012,Standard Class
RB-19645,CA-2012-153038,18-12-2012,25-12-2012,Standard Class
RB-19645,CA-2012-153038,18-12-2012,25-12-2012,Standard Class
SZ-20035,CA-2011-132227,04-11-2011,10-11-2011,Standard Class
KS-16300,CA-2014-155824,11-03-2014,16-03-2014,Standard Class
KS-16300,CA-2014-155824,11-03-2014,16-03-2014,Standard Class
SC-20050,CA-2013-129238,31-01-2013,04-02-2013,Standard Class
SC-20050,CA-2013-129238,31-01-2013,04-02-2013,Standard Class
AB-10060,CA-2014-159688,08-05-2014,13-05-2014,Standard Class
EH-14125,CA-2013-136126,25-05-2013,25-05-2013,Same Day
EH-14125,CA-2013-136126,25-05-2013,25-05-2013,Same Day
CC-12475,CA-2013-155033,08-10-2013,13-10-2013,Standard Class
TM-21010,CA-2011-156006,30-04-2011,02-05-2011,Second Class
SC-20695,CA-2012-158659,10-11-2012,14-11-2012,Second Class
Dp-13240,CA-2012-169796,09-11-2012,14-11-2012,Standard Class
Dp-13240,CA-2012-169796,09-11-2012,14-11-2012,Standard Class
LR-17035,CA-2012-102876,07-09-2012,14-09-2012,Standard Class
LR-17035,CA-2012-102876,07-09-2012,14-09-2012,Standard Class
LR-17035,CA-2012-102876,07-09-2012,14-09-2012,Standard Class
TS-21370,US-2014-139647,12-05-2014,14-05-2014,First Class
SW-20350,US-2014-160465,22-07-2014,27-07-2014,Standard Class
SW-20350,US-2014-160465,22-07-2014,27-07-2014,Standard Class
SW-20350,US-2014-160465,22-07-2014,27-07-2014,Standard Class
TH-21100,CA-2011-153850,24-11-2011,29-11-2011,Standard Class
TH-21100,CA-2011-153850,24-11-2011,29-11-2011,Standard Class
SS-20410,CA-2011-127558,15-11-2011,18-11-2011,First Class
SS-20410,CA-2011-127558,15-11-2011,18-11-2011,First Class
SS-20410,CA-2011-127558,15-11-2011,18-11-2011,First Class
MZ-17515,CA-2014-136511,24-03-2014,26-03-2014,Second Class
JE-15475,CA-2013-133795,19-12-2013,25-12-2013,Standard Class
JE-15475,CA-2013-133795,19-12-2013,25-12-2013,Standard Class
JE-15475,CA-2013-133795,19-12-2013,25-12-2013,Standard Class
RF-19735,US-2014-130953,30-07-2014,04-08-2014,Standard Class
RF-19735,US-2014-130953,30-07-2014,04-08-2014,Standard Class
RF-19735,US-2014-130953,30-07-2014,04-08-2014,Standard Class
RF-19735,US-2014-130953,30-07-2014,04-08-2014,Standard Class
CV-12295,CA-2011-151792,02-09-2011,07-09-2011,Second Class
VG-21790,CA-2014-139304,30-01-2014,03-02-2014,Standard Class
VG-21790,CA-2014-139304,30-01-2014,03-02-2014,Standard Class
VG-21790,CA-2014-139304,30-01-2014,03-02-2014,Standard Class
BB-11545,CA-2013-155166,27-12-2013,03-01-2014,Standard Class
BB-11545,CA-2013-155166,27-12-2013,03-01-2014,Standard Class
HR-14770,CA-2012-103954,09-08-2012,13-08-2012,Second Class
SC-20260,CA-2011-169803,06-04-2011,12-04-2011,Standard Class
SC-20260,CA-2011-169803,06-04-2011,12-04-2011,Standard Class
EG-13900,CA-2014-141719,18-11-2014,22-11-2014,Second Class
TS-21370,CA-2012-136469,11-07-2012,12-07-2012,First Class
TS-21370,CA-2012-136469,11-07-2012,12-07-2012,First Class
TS-21370,CA-2012-136469,11-07-2012,12-07-2012,First Class
AI-10855,CA-2013-158694,11-11-2013,14-11-2013,Second Class
AI-10855,CA-2013-158694,11-11-2013,14-11-2013,Second Class
AI-10855,CA-2013-158694,11-11-2013,14-11-2013,Second Class
AI-10855,CA-2013-158694,11-11-2013,14-11-2013,Second Class
AI-10855,CA-2013-158694,11-11-2013,14-11-2013,Second Class
AI-10855,CA-2013-158694,11-11-2013,14-11-2013,Second Class
AI-10855,CA-2013-158694,11-11-2013,14-11-2013,Second Class
DD-13570,US-2011-104759,31-03-2011,04-04-2011,Standard Class
DD-13570,US-2011-104759,31-03-2011,04-04-2011,Standard Class
AB-10060,CA-2012-150511,18-09-2012,24-09-2012,Standard Class
KB-16240,CA-2012-134922,07-11-2012,11-11-2012,Standard Class
JC-15775,US-2014-120607,20-05-2014,20-05-2014,Same Day
AH-10465,CA-2012-141243,03-01-2012,08-01-2012,Second Class
AH-10465,CA-2012-141243,03-01-2012,08-01-2012,Second Class
AH-10465,CA-2012-141243,03-01-2012,08-01-2012,Second Class
NM-18520,CA-2012-162166,08-09-2012,11-09-2012,First Class
NM-18520,CA-2012-162166,08-09-2012,11-09-2012,First Class
CS-11950,CA-2013-120796,04-04-2013,08-04-2013,Standard Class
TP-21130,CA-2013-109722,06-12-2013,08-12-2013,Second Class
TP-21130,CA-2013-109722,06-12-2013,08-12-2013,Second Class
DL-12925,CA-2012-136798,08-05-2012,12-05-2012,Standard Class
DL-12925,CA-2012-136798,08-05-2012,12-05-2012,Standard Class
DL-12925,CA-2012-136798,08-05-2012,12-05-2012,Standard Class
CA-12265,CA-2014-122196,23-09-2014,25-09-2014,First Class
SC-20380,CA-2014-142090,01-12-2014,08-12-2014,Standard Class
SC-20380,CA-2014-142090,01-12-2014,08-12-2014,Standard Class
TT-21460,CA-2014-160934,16-01-2014,20-01-2014,Standard Class
MA-17560,CA-2011-124478,08-08-2011,12-08-2011,Standard Class
MA-17560,CA-2011-124478,08-08-2011,12-08-2011,Standard Class
MA-17560,CA-2011-124478,08-08-2011,12-08-2011,Standard Class
MA-17560,CA-2011-124478,08-08-2011,12-08-2011,Standard Class
MA-17560,CA-2011-124478,08-08-2011,12-08-2011,Standard Class
JM-16195,CA-2012-145485,05-11-2012,05-11-2012,Same Day
MB-18085,CA-2014-151071,26-04-2014,30-04-2014,Second Class
SV-20365,CA-2011-134572,20-04-2011,22-04-2011,Second Class
SV-20365,CA-2011-134572,20-04-2011,22-04-2011,Second Class
SV-20365,CA-2011-134572,20-04-2011,22-04-2011,Second Class
CG-12040,CA-2014-143217,12-11-2014,18-11-2014,Standard Class
BD-11500,US-2014-133312,26-11-2014,30-11-2014,Standard Class
BD-11500,US-2014-133312,26-11-2014,30-11-2014,Standard Class
JK-15640,US-2012-137533,18-12-2012,18-12-2012,Same Day
JM-15580,CA-2013-155138,09-09-2013,13-09-2013,Standard Class
JM-15580,CA-2013-155138,09-09-2013,13-09-2013,Standard Class
SC-20230,CA-2013-108350,07-06-2013,10-06-2013,Second Class
ME-17320,CA-2012-144302,19-06-2012,23-06-2012,Standard Class
KN-16390,CA-2012-109001,05-03-2012,09-03-2012,Standard Class
KN-16390,CA-2012-109001,05-03-2012,09-03-2012,Standard Class
KN-16390,CA-2012-109001,05-03-2012,09-03-2012,Standard Class
HM-14860,CA-2014-132738,05-08-2014,08-08-2014,First Class
HM-14860,CA-2014-132738,05-08-2014,08-08-2014,First Class
JM-15580,CA-2014-156720,31-12-2014,04-01-2015,Standard Class
KH-16690,CA-2012-119102,23-05-2012,27-05-2012,Standard Class
BK-11260,US-2011-140452,06-12-2011,10-12-2011,Standard Class
BK-11260,US-2011-140452,06-12-2011,10-12-2011,Standard Class
BK-11260,US-2011-140452,06-12-2011,10-12-2011,Standard Class
BK-11260,US-2011-140452,06-12-2011,10-12-2011,Standard Class
BK-11260,US-2011-140452,06-12-2011,10-12-2011,Standard Class
